Time,Temperature_SENSOR_mean,Pressure_SENSOR_mean,Altitude_SENSOR_mean,TimeGroup
9/13/2023 14:16,25.3,1018,-40.9,2
9/13/2023 14:16,25.3,1018,-41,2
9/13/2023 14:16,25.3,1018,-41.1,2
9/13/2023 14:16,25.3,1018,-40.8,2
9/13/2023 14:16,25.2,1018,-40.9,2
9/13/2023 14:16,25.2,1018,-40.8,2
9/13/2023 14:17,25.1,1018,-41.4,2
9/13/2023 14:17,25.1,1018,-41.4,2
9/13/2023 14:17,25.1,1018,-41.1,2
9/13/2023 14:17,25,1018,-41.4,2
9/13/2023 14:17,25,1018,-41.5,2
9/13/2023 14:17,24.9,1018,-41.4,2
9/13/2023 14:18,24.9,1018,-41.2,2
9/13/2023 14:18,25,1018,-41.7,2
9/13/2023 14:18,24.9,1018,-41.8,2
9/13/2023 14:18,24.9,1018,-41.5,2
9/13/2023 14:18,24.8,1018,-41.7,2
9/13/2023 14:18,24.7,1018,-41.9,2
9/13/2023 14:19,24.7,1018,-42.2,2
9/13/2023 14:19,24.6,1018,-42.4,2
9/13/2023 14:19,24.6,1018,-42.3,2
9/13/2023 14:19,24.6,1018,-42.5,2
9/13/2023 14:19,24.6,1018,-42.7,2
9/13/2023 14:19,24.7,1018,-42.6,2
9/13/2023 14:20,24.7,1018,-42.2,2
9/13/2023 14:20,24.7,1018,-42.7,2
9/13/2023 14:20,24.7,1018,-42.4,2
9/13/2023 14:20,24.7,1018,-42.3,2
9/13/2023 14:20,24.7,1018,-42.4,2
9/13/2023 14:20,24.7,1018,-41.9,2
9/13/2023 14:21,24.7,1018,-42.3,2
9/13/2023 14:21,24.7,1018,-41.8,2
9/13/2023 14:21,24.7,1018,-42.3,2
9/13/2023 14:21,24.7,1018,-41.6,2
9/13/2023 14:21,24.7,1018,-42.6,2
9/13/2023 14:21,24.7,1018,-42,2
9/13/2023 14:22,24.7,1018,-42,2
9/13/2023 14:22,24.7,1018,-42.5,2
9/13/2023 14:22,24.6,1018,-42.7,2
9/13/2023 14:22,24.5,1018,-42.7,2
9/13/2023 14:22,24.5,1018,-42.2,2
9/13/2023 14:22,24.5,1018,-42.7,2
9/13/2023 14:23,24.5,1018,-42.7,2
9/13/2023 14:23,24.5,1018,-42.9,2
9/13/2023 14:23,24.5,1018,-42.5,2
9/13/2023 14:23,24.5,1018,-42.7,2
9/13/2023 14:23,24.5,1018,-42.5,2
9/13/2023 14:23,24.5,1018,-42.6,2
9/13/2023 14:24,24.4,1018,-42.8,2
9/13/2023 14:24,24.4,1018,-43,2
9/13/2023 14:24,24.4,1018,-43,2
9/13/2023 14:24,24.4,1018,-42.6,2
9/13/2023 14:24,24.4,1018,-42.2,2
9/13/2023 14:24,24.4,1018,-42.9,2
9/13/2023 14:25,24.4,1018,-42.5,2
9/13/2023 14:25,24.4,1018,-42.8,2
9/13/2023 14:25,24.4,1018,-42.7,2
9/13/2023 14:25,24.4,1018,-42.6,2
9/13/2023 14:25,24.4,1018,-42.7,2
9/13/2023 14:25,24.4,1018,-43,2
9/13/2023 14:26,24.4,1018,-42.7,2
9/13/2023 14:26,24.4,1018,-42.4,2
9/13/2023 14:26,24.4,1018,-42.8,2
9/13/2023 14:26,24.4,1018,-43,2
9/13/2023 14:26,24.4,1018,-42.9,2
9/13/2023 14:26,24.5,1018,-42.7,2
9/13/2023 14:27,24.5,1018,-42.7,2
9/13/2023 14:27,24.5,1018,-42.8,2
9/13/2023 14:27,24.5,1018,-42.6,2
9/13/2023 14:27,24.5,1018,-42.6,2
9/13/2023 14:27,24.5,1018,-42.5,2
9/13/2023 14:27,24.5,1018,-42.1,2
9/13/2023 14:28,24.5,1018,-42.6,2
9/13/2023 14:28,24.5,1018,-42.5,2
9/13/2023 14:28,24.5,1018,-42.3,2
9/13/2023 14:28,24.5,1018,-42.2,2
9/13/2023 14:28,24.5,1018,-42.5,2
9/13/2023 14:28,24.5,1018,-42.4,2
9/13/2023 14:29,24.5,1018,-42.4,2
9/13/2023 14:29,24.5,1018,-42.4,2
9/13/2023 14:29,24.6,1018,-42.4,2
9/13/2023 14:29,24.6,1018,-42,2
9/13/2023 14:29,24.6,1018,-42.2,2
9/13/2023 14:29,24.6,1018,-42.6,2
9/13/2023 14:30,24.6,1018,-42.6,2
9/13/2023 14:30,24.6,1018,-42.5,2
9/13/2023 14:30,24.6,1018,-42.4,2
9/13/2023 14:30,24.6,1018,-42.2,2
9/13/2023 14:30,24.6,1018,-42.3,2
9/13/2023 14:30,24.6,1018,-42.7,2
9/13/2023 14:31,24.6,1018,-42.7,2
9/13/2023 14:31,24.6,1018,-42.5,2
9/13/2023 14:31,24.6,1018,-42.4,2
9/13/2023 14:31,24.5,1018,-42.4,2
9/13/2023 14:31,24.5,1018,-42.4,2
9/13/2023 14:31,24.4,1018,-42.7,2
9/13/2023 14:32,24.4,1018,-42.5,2
9/13/2023 14:32,24.3,1018,-42.6,2
9/13/2023 14:32,24.3,1018,-42.4,2
9/13/2023 14:32,24.3,1018,-42.6,2
9/13/2023 14:32,24.3,1018,-43.1,2
9/13/2023 14:32,24.3,1018,-42.7,2
9/13/2023 14:33,24.3,1018,-42.5,2
9/13/2023 14:33,24.3,1018,-42.5,2
9/13/2023 14:33,24.3,1018,-42.9,2
9/13/2023 14:33,24.3,1018,-42.6,2
9/13/2023 14:33,24.2,1018,-42.5,2
9/13/2023 14:33,24.2,1018,-42.5,2
9/13/2023 14:34,24.2,1018,-42.9,2
9/13/2023 14:34,24.2,1018,-43,2
9/13/2023 14:34,24.2,1018,-43,2
9/13/2023 14:34,24.2,1018,-42.5,2
9/13/2023 14:34,24.1,1018,-43.1,2
9/13/2023 14:34,24.1,1018,-42.8,2
9/13/2023 14:35,24.1,1018,-42.9,2
9/13/2023 14:35,24.1,1018,-42.8,2
9/13/2023 14:35,24.1,1018,-42.4,2
9/13/2023 14:35,24.1,1018,-42.9,2
9/13/2023 14:35,24.1,1018,-42.8,2
9/13/2023 14:35,24.1,1018,-42.7,2
9/13/2023 14:36,24.1,1018,-42.5,2
9/13/2023 14:36,24,1018,-42.9,2
9/13/2023 14:36,24,1018,-43.2,2
9/13/2023 14:36,24,1018,-42.9,2
9/13/2023 14:36,24,1018,-42.7,2
9/13/2023 14:36,24,1018,-42.9,2
9/13/2023 14:37,24,1018,-42.9,2
9/13/2023 14:37,23.9,1018,-42.7,2
9/13/2023 14:37,23.9,1018,-43,2
9/13/2023 14:37,23.8,1018,-42.8,2
9/13/2023 14:37,23.8,1018,-42.8,2
9/13/2023 14:37,23.8,1018,-42.8,2
9/13/2023 14:38,23.8,1018,-43.1,2
9/13/2023 14:38,23.9,1018,-43,2
9/13/2023 14:38,23.9,1018,-42.6,2
9/13/2023 14:38,23.9,1018,-42.6,2
9/13/2023 14:38,23.9,1018,-42.6,2
9/13/2023 14:38,23.9,1018,-42.9,2
9/13/2023 14:39,23.9,1018,-43,2
9/13/2023 14:39,23.9,1018,-42.7,2
9/13/2023 14:39,23.9,1018,-42.6,2
9/13/2023 14:39,24,1018,-43.1,2
9/13/2023 14:39,24,1018,-42.9,2
9/13/2023 14:39,24,1018,-42.8,2
9/13/2023 14:40,24,1018,-42.9,2
9/13/2023 14:40,24,1018,-43,2
9/13/2023 14:40,24,1018,-42.6,2
9/13/2023 14:40,24.1,1018,-42.7,2
9/13/2023 14:40,24.1,1018,-42.8,2
9/13/2023 14:40,24.1,1018,-43,2
9/13/2023 14:41,24.1,1018,-43,2
9/13/2023 14:41,24.1,1018,-43.3,2
9/13/2023 14:41,24.1,1018,-42.8,2
9/13/2023 14:41,24.1,1018,-43,2
9/13/2023 14:41,24.1,1018,-42.7,2
